"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Conservative_5"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"	"Laminar_Viscosity"	"Skin_Friction_Coefficient"	"Heat_Flux"	"Y_Plus"	"Eddy_Viscosity"
0	5.010000078023450e+02	5.352202629500000e-08	9.999955574541141e-01	1.714416888680464e-01	4.595988365448220e-02	2.515749501950943e+00	8.875233318877830e-08	9.999988600706663e-01	9.999989890936166e-01	-2.245179111183022e-04	1.500112840082595e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	6.227712905368025e-09	
1	3.278693397908290e+02	5.352202629500000e-08	9.999966171147495e-01	1.714631971879067e-01	4.591520879075379e-02	2.515754824082222e+00	8.875471909240975e-08	1.000000341437699e+00	9.999994107961221e-01	-1.304630867719765e-04	1.500188802830952e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	6.228366732312298e-09	
2	2.146849004455700e+02	5.352202629500000e-08	9.999974232956150e-01	1.714670159844018e-01	4.587211731910432e-02	2.515756299959101e+00	8.875738101230516e-08	1.000001466004100e+00	9.999997291781020e-01	-5.906221655310043e-05	1.500124368913475e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	6.229089410997285e-09	
3	1.406903998926780e+02	5.352202629500000e-08	9.999975243492558e-01	1.714674217822012e-01	4.582410999169009e-02	2.515754496004884e+00	8.875906156853081e-08	1.000001597647024e+00	9.999997597669199e-01	-5.070395572743458e-05	1.500022700953096e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	6.229538339739000e-09	
4	9.231638184086459e+01	5.352202629500000e-08	9.999977828408980e-01	1.714773925765826e-01	4.575838527341925e-02	2.515754032825201e+00	8.875964131605805e-08	1.000001933965150e+00	9.999998375921884e-01	-2.935047502853767e-05	1.499960354427674e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	6.229697593817743e-09	
5	6.069179345940150e+01	5.352202629500000e-08	9.999983065909221e-01	1.715110754438473e-01	4.566481589325077e-02	2.515757213807431e+00	8.876451912550802e-08	1.000002609971934e+00	9.999999898463749e-01	1.357048776612568e-05	1.500030845818354e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	6.231005352235628e-09	
6	4.001717037504760e+01	5.352202629500000e-08	9.999992219212026e-01	1.715780413634650e-01	4.552970315375007e-02	2.515765529781843e+00	8.877201802515506e-08	1.000003811379494e+00	1.000000275918704e+00	8.985015006793974e-05	1.500282891478175e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	6.233018115123554e-09	
7	2.650110387248250e+01	5.352202629500000e-08	9.999996651507645e-01	1.716546348275385e-01	4.532799966741766e-02	2.515770868873906e+00	8.878496606953748e-08	1.000004357196351e+00	1.000000378503556e+00	1.245051055267195e-04	1.500471697929791e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	6.236472902448930e-09	
8	1.766495469789320e+01	5.352202629500000e-08	9.999997063301415e-01	1.716507774153356e-01	4.500769547502857e-02	2.515755031855703e+00	8.886550690066901e-08	1.000004074484914e+00	1.000000054613851e+00	1.065552160214647e-04	1.499751479009721e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	6.257941221524480e-09	
9	1.188830864330480e+01	5.352202629500000e-08	1.000001278038725e+00	1.714219566373210e-01	4.449288450287527e-02	2.515694028310062e+00	8.909969589920901e-08	1.000004598543427e+00	9.999990069627733e-01	1.398286927013757e-04	1.496780346277642e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	6.320692718742249e-09	
10	8.111817438747661e+00	5.352202629500000e-08	1.000006107699823e+00	1.708835060869885e-01	4.370785443965403e-02	2.515574107755824e+00	8.939063416264579e-08	1.000007371267638e+00	9.999969500312860e-01	3.158742524989234e-04	1.490712433823705e-01	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00	6.399337807695380e-09	
