TITLE = "SU2 Simulation"
VARIABLES = "Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Res_Turb[0]","Linear_Solver_Iterations","Time(min)"
ZONE T= "Convergence history"
           0, -0.0000011925, 1.5006730692, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000008617, 1.5006730692, -0.0000011925, 0.0000000000, -0.0000007947, -4.0202420082, -14.5320622589, -14.4473077176, -3.4742221494, 0.0000000000, -10.3272717456, 29.0000000000, 0.0070534507
           1, -0.0000094726, 0.4769084948, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000069563, 0.4769084948, -0.0000094726, 0.0000000000, -0.0000198626, -4.2322579003, -4.5769556602, -4.2283458074, -3.6747543548, 0.0000000000, -11.0823249438, 28.0000000000, 0.0119689345
           2, -0.0000139123, 0.1466989633, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000102052, 0.1466989633, -0.0000139123, 0.0000000000, -0.0000948357, -5.0487181272, -4.7376241338, -4.6756849108, -4.5096570794, 0.0000000000, -11.2808451949, 29.0000000000, 0.0167535146
           3, -0.0000166672, 0.0069503109, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000122055, 0.0069503109, -0.0000166672, 0.0000000000, -0.0023980487, -5.1222090267, -4.9555365782, -4.9499986808, -4.5831297730, 0.0000000000, -11.4868239010, 29.0000000000, 0.0216960828
           4, -0.0000181139, -0.0119205574, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000132358, -0.0119205574, -0.0000181139, 0.0000000000, 0.0015195550, -5.1671117159, -5.2139971113, -5.2247440510, -4.6269452808, 0.0000000000, -11.5725795433, 29.0000000000, 0.0266688665
           5, -0.0000202958, 0.0196463476, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000148166, 0.0196463476, -0.0000202958, 0.0000000000, -0.0010330576, -5.3395112759, -5.1228210034, -5.1343939026, -4.8096985331, 0.0000000000, -11.6252292761, 29.0000000000, 0.0316284815
           6, -0.0000226012, 0.0510042324, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000165064, 0.0510042324, -0.0000226012, 0.0000000000, -0.0004431249, -5.4287996957, -5.1284080983, -5.1537646424, -4.8992281476, 0.0000000000, -11.6395445449, 28.0000000000, 0.0363675157
           7, -0.0000244061, 0.0636441677, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000178343, 0.0636441677, -0.0000244061, 0.0000000000, -0.0003834778, -5.4147280275, -5.1713469909, -5.2134475126, -4.8743093246, 0.0000000000, -11.6265363765, 28.0000000000, 0.0411851843
           8, -0.0000256271, 0.0608716789, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000187245, 0.0608716789, -0.0000256271, 0.0000000000, -0.0004210015, -5.4429066285, -5.1737871904, -5.2382997990, -4.8992530236, 0.0000000000, -11.5774485817, 27.0000000000, 0.0458331347
           9, -0.0000264085, 0.0524917141, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000192750, 0.0524917141, -0.0000264085, 0.0000000000, -0.0005030984, -5.4782726303, -5.1794096605, -5.2537882920, -4.9319476339, 0.0000000000, -11.5237088312, 27.0000000000, 0.0505157510
          10, -0.0000268738, 0.0454490715, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000195809, 0.0454490715, -0.0000268738, 0.0000000000, -0.0005912951, -5.4758224897, -5.1725159911, -5.2309453625, -4.9252092440, 0.0000000000, -11.4649785802, 27.0000000000, 0.0552503506
          11, -0.0000268596, 0.0417322881, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000195281, 0.0417322881, -0.0000268596, 0.0000000000, -0.0006436165, -5.4625178884, -5.1278355848, -5.1748426726, -4.9118942116, 0.0000000000, -11.4050566850, 26.0000000000, 0.0598265171
          12, -0.0000266194, 0.0403926509, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000193096, 0.0403926509, -0.0000266194, 0.0000000000, -0.0006590168, -5.4755125475, -5.0973285516, -5.1543872959, -4.9285420211, 0.0000000000, -11.3470602054, 26.0000000000, 0.0642556508
          13, -0.0000262517, 0.0398135777, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000189993, 0.0398135777, -0.0000262517, 0.0000000000, -0.0006593662, -5.5135278602, -5.1140976146, -5.1889257022, -4.9670621793, 0.0000000000, -11.2930851616, 26.0000000000, 0.0688394149
          14, -0.0000259488, 0.0390163170, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000187387, 0.0390163170, -0.0000259488, 0.0000000000, -0.0006650754, -5.5432786706, -5.1574991275, -5.2353312692, -4.9903149611, 0.0000000000, -11.2425596105, 26.0000000000, 0.0732591669
          15, -0.0000256203, 0.0377996304, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000184609, 0.0377996304, -0.0000256203, 0.0000000000, -0.0006777920, -5.5503392539, -5.1737681203, -5.2344402112, -4.9928732129, 0.0000000000, -11.1962601237, 26.0000000000, 0.0778779984
