"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient"
384, 1.000000000000000e+00, 5.352202629500000e-08, 1.001619942754271e+00, 1.027011201280325e-01, 1.050905287071135e-04
385, 9.995049412302290e-01, -7.016296218106801e-05, 1.002078209071356e+00, 1.317973245073099e-01, 3.092412119338277e-03
386, 9.990009933457160e-01, -1.415916575292282e-04, 1.001987048837558e+00, 1.260093870242887e-01, 3.188183767197419e-03
387, 9.984880071145220e-01, -2.142594339654382e-04, 1.001921786386419e+00, 1.218657492620711e-01, 2.995498435301816e-03
388, 9.979658291430820e-01, -2.881794857271442e-04, 1.001880535861218e+00, 1.192466745728508e-01, 2.820085713698591e-03
389, 9.974343048627150e-01, -3.633726561478837e-04, 1.001858419089702e+00, 1.178424384763861e-01, 2.698504404931637e-03
390, 9.968932772885490e-01, -4.398586638588618e-04, 1.001849865251613e+00, 1.172993389467644e-01, 2.632225301240691e-03
391, 9.963425871536200e-01, -5.176573197351603e-04, 1.001849115649679e+00, 1.172517452872177e-01, 2.606973357272583e-03
392, 9.957820729228830e-01, -5.967886532841323e-04, 1.001851500103969e+00, 1.174031388476468e-01, 2.604757647764739e-03
393, 9.952115707715050e-01, -6.772729105494046e-04, 1.001854522013650e+00, 1.175950056691754e-01, 2.611448555004153e-03
394, 9.946309145593470e-01, -7.591305470417242e-04, 1.001857152628826e+00, 1.177620284547639e-01, 2.618954164469007e-03
395, 9.940399358363250e-01, -8.423822379350335e-04, 1.001859345273056e+00, 1.179012436277932e-01, 2.624188659081155e-03
396, 9.934384637941019e-01, -9.270488597400344e-04, 1.001861309100099e+00, 1.180259307603280e-01, 2.626880940525822e-03
397, 9.928263252886970e-01, -1.013151509336341e-03, 1.001863291915168e+00, 1.181518234789148e-01, 2.627841029613514e-03
398, 9.922033447911550e-01, -1.100711481734587e-03, 1.001865412907359e+00, 1.182864893270802e-01, 2.627927069536164e-03
399, 9.915693443936120e-01, -1.189750279688650e-03, 1.001867713392848e+00, 1.184325515478385e-01, 2.627709124831522e-03
400, 9.909241437988340e-01, -1.280289614488857e-03, 1.001870170143188e+00, 1.185885353226110e-01, 2.627457050162037e-03
401, 9.902675602858260e-01, -1.372351390290136e-03, 1.001872751043217e+00, 1.187524015984865e-01, 2.627243163663375e-03
402, 9.895994087262190e-01, -1.465957716968706e-03, 1.001875422168159e+00, 1.189219964265177e-01, 2.627061649338864e-03
403, 9.889195015550920e-01, -1.561130895382252e-03, 1.001878162999314e+00, 1.190960170352044e-01, 2.626885133895800e-03
404, 9.882276487590520e-01, -1.657893415929766e-03, 1.001880959516998e+00, 1.192735732881208e-01, 2.626691892257183e-03
405, 9.875236578853650e-01, -1.756267964583540e-03, 1.001883805125495e+00, 1.194542464105400e-01, 2.626478346849311e-03
406, 9.868073340184690e-01, -1.856277410554656e-03, 1.001886695151885e+00, 1.196377397098648e-01, 2.626247520247046e-03
407, 9.860784797714760e-01, -1.957944801003816e-03, 1.001889627065899e+00, 1.198238925345298e-01, 2.626004444787924e-03
408, 9.853368952903420e-01, -2.061293361678059e-03, 1.001892598436421e+00, 1.200125505283209e-01, 2.625754643624263e-03
409, 9.845823782497600e-01, -2.166346496331530e-03, 1.001895607634849e+00, 1.202036102881188e-01, 2.625505464629188e-03
410, 9.838147238361660e-01, -2.273127772284692e-03, 1.001898653253411e+00, 1.203969824318655e-01, 2.625258943391319e-03
411, 9.830337247539950e-01, -2.381660921028200e-03, 1.001901734491932e+00, 1.205926161548902e-01, 2.625016885408281e-03
412, 9.822391712272380e-01, -2.491969834944034e-03, 1.001904850880025e+00, 1.207904815914333e-01, 2.624781560955443e-03
413, 9.814308509989190e-01, -2.604078558128462e-03, 1.001908002415245e+00, 1.209905785862473e-01, 2.624554027423765e-03
414, 9.806085493252490e-01, -2.718011281798061e-03, 1.001911189378639e+00, 1.211929249835128e-01, 2.624334757801057e-03
415, 9.797720489840330e-01, -2.833792339193476e-03, 1.001914412350368e+00, 1.213975576188613e-01, 2.624124539273989e-03
416, 9.789211302792580e-01, -2.951446198418808e-03, 1.001917672122834e+00, 1.216045268032784e-01, 2.623924191771004e-03
417, 9.780555710472130e-01, -3.070997453806953e-03, 1.001920969683568e+00, 1.218138952370901e-01, 2.623732804992885e-03
418, 9.771751466664890e-01, -3.192470825092900e-03, 1.001924306161025e+00, 1.220257345680116e-01, 2.623551625765931e-03
419, 9.762796300624300e-01, -3.315891145153454e-03, 1.001927682841302e+00, 1.222401264527860e-01, 2.623381097377015e-03
420, 9.753687917200690e-01, -3.441283350046040e-03, 1.001931101131828e+00, 1.224571602518733e-01, 2.623220223169417e-03
421, 9.744423996983940e-01, -3.568672476037155e-03, 1.001934562543964e+00, 1.226769319243191e-01, 2.623069158567829e-03
422, 9.735002196451090e-01, -3.698083649881599e-03, 1.001938068681734e+00, 1.228995433127876e-01, 2.622927831366257e-03
423, 9.725420148134880e-01, -3.829542079622556e-03, 1.001941621234851e+00, 1.231251017003749e-01, 2.622796137349894e-03
424, 9.715675460812661e-01, -3.963073044857662e-03, 1.001945221974192e+00, 1.233537195233902e-01, 2.622674043740182e-03
425, 9.705765719715460e-01, -4.098701885873286e-03, 1.001948872735957e+00, 1.235855133657567e-01, 2.622560265100000e-03
426, 9.695688486768370e-01, -4.236453999195831e-03, 1.001952575408735e+00, 1.238206031375474e-01, 2.622455340836317e-03
427, 9.685441300839570e-01, -4.376354822482616e-03, 1.001956331949766e+00, 1.240591131076944e-01, 2.622359165628410e-03
428, 9.675021678017420e-01, -4.518429822299970e-03, 1.001960144362074e+00, 1.243011704519473e-01, 2.622270084176845e-03
429, 9.664427111923670e-01, -4.662704490220225e-03, 1.001964014688098e+00, 1.245469048487535e-01, 2.622188825718662e-03
430, 9.653655074033110e-01, -4.809204324888168e-03, 1.001967945024537e+00, 1.247964494215283e-01, 2.622114921239195e-03
431, 9.642703014028230e-01, -4.957954820327037e-03, 1.001971937504749e+00, 1.250499396212023e-01, 2.622047071538653e-03
432, 9.631568360186920e-01, -5.108981458577545e-03, 1.001975994290643e+00, 1.253075127115442e-01, 2.621985419837040e-03
433, 9.620248519786240e-01, -5.262309693508789e-03, 1.001980117586463e+00, 1.255693086442688e-01, 2.621929881693096e-03
434, 9.608740879536010e-01, -5.417964935352300e-03, 1.001984309631893e+00, 1.258354696210808e-01, 2.621879268482451e-03
435, 9.597042806050320e-01, -5.575972541268674e-03, 1.001988572687807e+00, 1.261061391892157e-01, 2.621833156131229e-03
436, 9.585151646336830e-01, -5.736357801147233e-03, 1.001992909056201e+00, 1.263814635069218e-01, 2.621792240364350e-03
437, 9.573064728290710e-01, -5.899145916240287e-03, 1.001997321068174e+00, 1.266615905799384e-01, 2.621754194784025e-03
