TITLE = "SU2 Simulation"
VARIABLES = "Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Res_Turb[0]","Linear_Solver_Iterations","Time(min)"
ZONE T= "Convergence history"
           0, -0.0000012158, 1.3617422566, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000008538, 1.3617422566, -0.0000012158, 0.0000000000, -0.0000008928, -4.0202420082, -14.5320622589, -14.4473077176, -3.4742221494, 0.0000000000, -10.3295728544, 40.0000000000, 0.0466278990
           1, 0.0000183646, 0.1883125556, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000137537, 0.1883125556, 0.0000183646, 0.0000000000, 0.0000975218, -4.2649925816, -4.5700259563, -4.2031893610, -3.7030971981, 0.0000000000, -11.1998028155, 37.0000000000, 0.0795766473
           2, 0.0000235498, -0.0070039034, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000176819, -0.0070039034, 0.0000235498, 0.0000000000, -0.0033623809, -4.7953888762, -4.9727302603, -4.8416321143, -4.2502537787, 0.0000000000, -11.5004946077, 39.0000000000, 0.1144601981
           3, 0.0000167309, 0.0035332011, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000126795, 0.0035332011, 0.0000167309, 0.0000000000, 0.0047353462, -5.0064425761, -5.1967227503, -4.9962738801, -4.4603291089, 0.0000000000, -11.6004950668, 39.0000000000, 0.1495057821
           4, 0.0000113144, 0.0124939260, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000087247, 0.0124939260, 0.0000113144, 0.0000000000, 0.0009055951, -5.2171896811, -5.1505161538, -5.1737566544, -4.6705014077, 0.0000000000, -11.5967237520, 39.0000000000, 0.1834118485
           5, 0.0000092363, 0.0134024180, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000072699, 0.0134024180, 0.0000092363, 0.0000000000, 0.0006891491, -5.3803284008, -5.1974851210, -5.2001768195, -4.8288210150, 0.0000000000, -11.5141688483, 39.0000000000, 0.2183208307
           6, 0.0000073125, 0.0114531076, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000059418, 0.0114531076, 0.0000073125, 0.0000000000, 0.0006384699, -5.4632275693, -5.1723372170, -5.1897309672, -4.9043557971, 0.0000000000, -11.4207032436, 37.0000000000, 0.2521109819
           7, 0.0000053868, 0.0064211365, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000046136, 0.0064211365, 0.0000053868, 0.0000000000, 0.0008389228, -5.5322910984, -5.1618287323, -5.1778796349, -4.9689292243, 0.0000000000, -11.3301795809, 38.0000000000, 0.2859714150
           8, 0.0000042317, 0.0030953265, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000038592, 0.0030953265, 0.0000042317, 0.0000000000, 0.0013671099, -5.6069787875, -5.1593715467, -5.1901672096, -5.0366451525, 0.0000000000, -11.2456067858, 38.0000000000, 0.3197368821
           9, 0.0000033588, 0.0028930482, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000033203, 0.0028930482, 0.0000033588, 0.0000000000, 0.0011609963, -5.6483891968, -5.1529087772, -5.1901109004, -5.0695915251, 0.0000000000, -11.1698790516, 38.0000000000, 0.3537350138
          10, 0.0000024825, 0.0021175794, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000027854, 0.0021175794, 0.0000024825, 0.0000000000, 0.0011723418, -5.6807282923, -5.1368688844, -5.1732890461, -5.0946502640, 0.0000000000, -11.1029383456, 38.0000000000, 0.3885190805
          11, 0.0000018202, 0.0012511121, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000024153, 0.0012511121, 0.0000018202, 0.0000000000, 0.0014548373, -5.7192635476, -5.1251499778, -5.1624197503, -5.1287714305, 0.0000000000, -11.0386294556, 38.0000000000, 0.4217352152
          12, 0.0000013761, 0.0014154171, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000022148, 0.0014154171, 0.0000013761, 0.0000000000, 0.0009722163, -5.7559512514, -5.1257791299, -5.1697698161, -5.1645810784, 0.0000000000, -10.9792198523, 38.0000000000, 0.4565016667
