"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient"
24, 1.000000000000000e+00, 5.352202629500000e-08, 9.947903046261800e-01, -3.309256584563170e-01, 8.886573440789002e-05
25, 9.909241437988340e-01, -1.280289614488857e-03, 9.963138959601140e-01, -2.341899325478750e-01, 2.504230930018459e-03
26, 9.789211302792580e-01, -2.951446198418808e-03, 9.961946563639091e-01, -2.417606824195765e-01, 4.818150118061853e-03
27, 9.631568360186920e-01, -5.108981458577545e-03, 9.963627757455668e-01, -2.310864615430796e-01, 4.777242419152418e-03
28, 9.426407105822270e-01, -7.855481327107042e-03, 9.966577991569389e-01, -2.123548612619359e-01, 4.174680038371288e-03
29, 9.162555145009680e-01, -1.128961886009035e-02, 9.969953837494347e-01, -1.909209702419111e-01, 3.808038585726352e-03
30, 8.828360320456839e-01, -1.548809659764239e-02, 9.973871269281702e-01, -1.660484470654972e-01, 3.692431442460965e-03
31, 8.413159970120960e-01, -2.048015683562499e-02, 9.978051730390616e-01, -1.395059004523850e-01, 3.613386536336621e-03
32, 7.909517772165610e-01, -2.621660130830753e-02, 9.982153681874320e-01, -1.134618264556708e-01, 3.479060091048729e-03
33, 7.316031585245610e-01, -3.253806414443636e-02, 9.986244824418135e-01, -8.748638048427711e-02, 3.328801929711127e-03
34, 6.640065698311099e-01, -3.915032464739417e-02, 9.990428000420097e-01, -6.092659649628399e-02, 3.212987850739780e-03
35, 5.899327756923080e-01, -4.561861289428874e-02, 9.994832239036447e-01, -3.296324371673354e-02, 3.173191778025612e-03
36, 5.121166001065770e-01, -5.139794887290158e-02, 9.999739586527234e-01, -1.805556531647285e-03, 3.248121517214457e-03
37, 4.339120676130220e-01, -5.591460064650605e-02, 1.000500627919181e+00, 3.163368184528318e-02, 3.332533867814105e-03
38, 3.587469844042950e-01, -5.869148183384367e-02, 1.001092900076135e+00, 6.923817312992971e-02, 3.472008277981486e-03
39, 2.895540445181870e-01, -5.947265120547269e-02, 1.001773768409433e+00, 1.124678049890078e-01, 3.591645099640851e-03
40, 2.283665749856950e-01, -5.828472232042683e-02, 1.002586796615166e+00, 1.640885197528066e-01, 3.648096248871178e-03
41, 1.761797307773510e-01, -5.540399685008031e-02, 1.003639659779853e+00, 2.309368144692975e-01, 3.631270883736787e-03
42, 1.330574640378200e-01, -5.125402533974487e-02, 1.004961046422060e+00, 3.148341780159407e-01, 3.500608707561143e-03
43, 9.838551560343448e-02, -4.628967359474944e-02, 1.006534059611960e+00, 4.147077920221725e-01, 3.250023426058085e-03
44, 7.115831019240228e-02, -4.091264364521334e-02, 1.008260666700847e+00, 5.243333762468527e-01, 3.238784746547874e-03
45, 5.022241269090757e-02, -3.543266689255811e-02, 1.010143125151758e+00, 6.438542613329579e-01, 3.451923978218598e-03
